2SO_1_e4_D_PHI.inp_extract_0_M062X_with_solvent.inp.out,-617.4984563,-74.67612611
2SO_1_e4_D_PHI.inp_extract_10_M062X_with_solvent.inp.out,-617.492909,75.32367776
2SO_1_e4_D_PHI.inp_extract_11_M062X_with_solvent.inp.out,-617.4911984,90.3236403
2SO_1_e4_D_PHI.inp_extract_12_M062X_with_solvent.inp.out,-617.4894263,105.3236452
2SO_1_e4_D_PHI.inp_extract_13_M062X_with_solvent.inp.out,-617.4881811,120.3235686
2SO_1_e4_D_PHI.inp_extract_14_M062X_with_solvent.inp.out,-617.4880656,135.3237859
2SO_1_e4_D_PHI.inp_extract_15_M062X_with_solvent.inp.out,-617.4901115,150.3240379
2SO_1_e4_D_PHI.inp_extract_16_M062X_with_solvent.inp.out,-617.4929341,165.3239727
2SO_1_e4_D_PHI.inp_extract_17_M062X_with_solvent.inp.out,-617.4943366,-179.6762129
2SO_1_e4_D_PHI.inp_extract_18_M062X_with_solvent.inp.out,-617.4937008,-164.6761747
2SO_1_e4_D_PHI.inp_extract_19_M062X_with_solvent.inp.out,-617.4934907,-149.6762917
2SO_1_e4_D_PHI.inp_extract_1_M062X_with_solvent.inp.out,-617.4987566,-59.67630675
2SO_1_e4_D_PHI.inp_extract_20_M062X_with_solvent.inp.out,-617.4933849,-134.6762866
2SO_1_e4_D_PHI.inp_extract_21_M062X_with_solvent.inp.out,-617.4940874,-119.6761582
2SO_1_e4_D_PHI.inp_extract_22_M062X_with_solvent.inp.out,-617.4956848,-104.6761888
2SO_1_e4_D_PHI.inp_extract_23_M062X_with_solvent.inp.out,-617.4972376,-89.67615778
2SO_1_e4_D_PHI.inp_extract_24_M062X_with_solvent.inp.out,-617.4984563,-74.67626523
2SO_1_e4_D_PHI.inp_extract_25_M062X_with_solvent.inp.out,-617.4984563,-74.67626522
2SO_1_e4_D_PHI.inp_extract_2_M062X_with_solvent.inp.out,-617.4974079,-44.67629633
2SO_1_e4_D_PHI.inp_extract_3_M062X_with_solvent.inp.out,-617.493862,-29.67621737
2SO_1_e4_D_PHI.inp_extract_4_M062X_with_solvent.inp.out,-617.4899927,-14.67622045
2SO_1_e4_D_PHI.inp_extract_5_M062X_with_solvent.inp.out,-617.4901985,0.323832705
2SO_1_e4_D_PHI.inp_extract_6_M062X_with_solvent.inp.out,-617.4896844,15.32390257
2SO_1_e4_D_PHI.inp_extract_7_M062X_with_solvent.inp.out,-617.4909374,30.32403577
2SO_1_e4_D_PHI.inp_extract_8_M062X_with_solvent.inp.out,-617.4929048,45.32393135
2SO_1_e4_D_PHI.inp_extract_9_M062X_with_solvent.inp.out,-617.49355,60.32380856
2SO_1_e4_D_PSI.inp_extract_0_M062X_with_solvent.inp.out,-617.4985455,143.9917566
2SO_1_e4_D_PSI.inp_extract_10_M062X_with_solvent.inp.out,-617.4951444,-66.00839135
2SO_1_e4_D_PSI.inp_extract_11_M062X_with_solvent.inp.out,-617.49498,-51.00843563
2SO_1_e4_D_PSI.inp_extract_12_M062X_with_solvent.inp.out,-617.4959905,-36.00820746
2SO_1_e4_D_PSI.inp_extract_13_M062X_with_solvent.inp.out,-617.4954134,-21.00850711
2SO_1_e4_D_PSI.inp_extract_14_M062X_with_solvent.inp.out,-617.4938682,-6.008344523
2SO_1_e4_D_PSI.inp_extract_15_M062X_with_solvent.inp.out,-617.4928433,8.991629541
2SO_1_e4_D_PSI.inp_extract_16_M062X_with_solvent.inp.out,-617.4934007,23.99186003
2SO_1_e4_D_PSI.inp_extract_17_M062X_with_solvent.inp.out,-617.4952993,38.99191061
2SO_1_e4_D_PSI.inp_extract_18_M062X_with_solvent.inp.out,-617.496951,53.99188125
2SO_1_e4_D_PSI.inp_extract_1_M062X_with_solvent.inp.out,-617.498261,158.9915956
2SO_1_e4_D_PSI.inp_extract_20_M062X_with_solvent.inp.out,-617.4977965,83.99186369
2SO_1_e4_D_PSI.inp_extract_21_M062X_with_solvent.inp.out,-617.4987168,98.99181903
2SO_1_e4_D_PSI.inp_extract_22_M062X_with_solvent.inp.out,-617.4985433,113.9917868
2SO_1_e4_D_PSI.inp_extract_23_M062X_with_solvent.inp.out,-617.4983804,128.9918113
2SO_1_e4_D_PSI.inp_extract_24_M062X_with_solvent.inp.out,-617.4985455,143.9917954
2SO_1_e4_D_PSI.inp_extract_25_M062X_with_solvent.inp.out,-617.498261,158.9916715
2SO_1_e4_D_PSI.inp_extract_2_M062X_with_solvent.inp.out,-617.4972946,173.9916716
2SO_1_e4_D_PSI.inp_extract_3_M062X_with_solvent.inp.out,-617.4969967,-171.0083738
2SO_1_e4_D_PSI.inp_extract_4_M062X_with_solvent.inp.out,-617.4957253,-156.0084226
2SO_1_e4_D_PSI.inp_extract_5_M062X_with_solvent.inp.out,-617.4935417,-141.008488
2SO_1_e4_D_PSI.inp_extract_6_M062X_with_solvent.inp.out,-617.491636,-126.0083208
2SO_1_e4_D_PSI.inp_extract_7_M062X_with_solvent.inp.out,-617.4914161,-111.008115
2SO_1_e4_D_PSI.inp_extract_8_M062X_with_solvent.inp.out,-617.4934502,-96.00802979
2SO_1_e4_D_PSI.inp_extract_9_M062X_with_solvent.inp.out,-617.4952382,-81.00815632
D_1a_4a_L_PHI.inp_extract_10_M062X_with_solvent.inp.out,-617.5027678,90.54215164
D_1a_4a_L_PHI.inp_extract_11_M062X_with_solvent.inp.out,-617.501428,105.5422344
D_1a_4a_L_PHI.inp_extract_12_M062X_with_solvent.inp.out,-617.5009286,120.5422323
D_1a_4a_L_PHI.inp_extract_13_M062X_with_solvent.inp.out,-617.5003447,135.5421274
