x,y
13.893706962724991,4.07925425702706
28.893646037520995,5.068398269999307
43.89362680313866,6.526103999989573
58.89373625588581,7.534826324961614
73.89383457412042,7.9128383490024135
88.8939188593229,8.09475349803688
103.89376667317526,8.308671656996012
118.89371970071085,8.567707784997765
133.89365600171254,9.626944664982148
148.89381613126852,10.282692614942789
163.8939728112984,9.612574686005246
178.8939514789694,8.146146566956304
193.8939045143871,6.244163757015485
208.89397299498415,3.1051704839919694
223.89388328886403,0.5895456449943595
238.89371203466877,0.0
253.89373628873864,0.61426953895716
253.89377656652084,0.61426953895716
253.89377656951586,0.61426953895716
268.893685773239,1.5339481949922629
283.8936789589602,2.437562595005147
298.893771173808,2.9294676840072498
313.8937215763566,3.214357224002015
328.8936795473045,2.9089481069822796
343.8937134960646,3.334964646026492
358.89368515520636,3.9890810700017028
