4c1_a1_a4_4c1_PHI.inp_extract_0.inp.out,-617.5091328,65.14494945202068
4c1_a1_a4_4c1_PHI.inp_extract_1.inp.out,-617.5086843,80.14485768026766
4c1_a1_a4_4c1_PHI.inp_extract_10.inp.out,-617.5012587,-144.85521356409566
4c1_a1_a4_4c1_PHI.inp_extract_11.inp.out,-617.4990274,-129.8551990399701
4c1_a1_a4_4c1_PHI.inp_extract_12.inp.out,-617.4979307,-114.85501479895974
4c1_a1_a4_4c1_PHI.inp_extract_13.inp.out,-617.4977538,-99.85500246559404
4c1_a1_a4_4c1_PHI.inp_extract_14.inp.out,-617.4978189,-84.85502841442577
4c1_a1_a4_4c1_PHI.inp_extract_15.inp.out,-617.4978214,-69.85496958061954
4c1_a1_a4_4c1_PHI.inp_extract_16.inp.out,-617.4970462,-54.85509166986524
4c1_a1_a4_4c1_PHI.inp_extract_17.inp.out,-617.4955976,-39.85512913564412
4c1_a1_a4_4c1_PHI.inp_extract_18.inp.out,-617.4943998,-24.85512905996183
4c1_a1_a4_4c1_PHI.inp_extract_19.inp.out,-617.4941406,-9.855122768581099
4c1_a1_a4_4c1_PHI.inp_extract_2.inp.out,-617.5075289,95.14486447877042
4c1_a1_a4_4c1_PHI.inp_extract_20.inp.out,-617.497127,5.145120374676283
4c1_a1_a4_4c1_PHI.inp_extract_21.inp.out,-617.5020932,20.145145031814184
4c1_a1_a4_4c1_PHI.inp_extract_22.inp.out,-617.5070585,35.14507142162392
4c1_a1_a4_4c1_PHI.inp_extract_23.inp.out,-617.5093328,50.14502267676342
4c1_a1_a4_4c1_PHI.inp_extract_24.inp.out,-617.5091328,65.1449195006283
4c1_a1_a4_4c1_PHI.inp_extract_25.inp.out,-617.5091328,65.1449195004041
4c1_a1_a4_4c1_PHI.inp_extract_3.inp.out,-617.5066736,110.14503655923298
4c1_a1_a4_4c1_PHI.inp_extract_4.inp.out,-617.506354,125.14495018420428
4c1_a1_a4_4c1_PHI.inp_extract_5.inp.out,-617.505327,140.1449306059764
4c1_a1_a4_4c1_PHI.inp_extract_6.inp.out,-617.5052682,155.14494204363405
4c1_a1_a4_4c1_PHI.inp_extract_7.inp.out,-617.5041384,170.14487459496894
4c1_a1_a4_4c1_PHI.inp_extract_8.inp.out,-617.5052037,-174.85506715764356
4c1_a1_a4_4c1_PHI.inp_extract_9.inp.out,-617.5038563,-159.85525066459965
4c1_a1_a4_4c1_PSI.inp_extract_0.inp.out,-617.5089869,94.157842142304
4c1_a1_a4_4c1_PSI.inp_extract_1.inp.out,-617.5084597,109.15782135882505
4c1_a1_a4_4c1_PSI.inp_extract_10.inp.out,-617.5015579,-115.8422368606938
4c1_a1_a4_4c1_PSI.inp_extract_11.inp.out,-617.5020652,-100.84206085695945
4c1_a1_a4_4c1_PSI.inp_extract_12.inp.out,-617.5013344,-85.84240540345108
4c1_a1_a4_4c1_PSI.inp_extract_13.inp.out,-617.5017841,-70.8419421386814
4c1_a1_a4_4c1_PSI.inp_extract_14.inp.out,-617.502488,-55.842142053371695
4c1_a1_a4_4c1_PSI.inp_extract_15.inp.out,-617.5018815,-40.842181825582074
4c1_a1_a4_4c1_PSI.inp_extract_16.inp.out,-617.5004308,-25.842169504153436
4c1_a1_a4_4c1_PSI.inp_extract_17.inp.out,-617.4990318,-10.842011414681492
4c1_a1_a4_4c1_PSI.inp_extract_18.inp.out,-617.5011257,4.158022294863405
4c1_a1_a4_4c1_PSI.inp_extract_19.inp.out,-617.5043182,19.158014114456815
4c1_a1_a4_4c1_PSI.inp_extract_2.inp.out,-617.5085043,124.15791754418035
4c1_a1_a4_4c1_PSI.inp_extract_20.inp.out,-617.5074833,34.158007846561965
4c1_a1_a4_4c1_PSI.inp_extract_21.inp.out,-617.5092551,49.15799846408291
4c1_a1_a4_4c1_PSI.inp_extract_22.inp.out,-617.5092121,64.1578694439835
4c1_a1_a4_4c1_PSI.inp_extract_23.inp.out,-617.5091198,79.15793351559181
4c1_a1_a4_4c1_PSI.inp_extract_24.inp.out,-617.5089869,94.15783315501135
4c1_a1_a4_4c1_PSI.inp_extract_25.inp.out,-617.5089869,94.1578331523963
4c1_a1_a4_4c1_PSI.inp_extract_3.inp.out,-617.5091808,139.15784783498484
4c1_a1_a4_4c1_PSI.inp_extract_4.inp.out,-617.5088308,154.15770724633606
4c1_a1_a4_4c1_PSI.inp_extract_5.inp.out,-617.5082707,169.1578915852768
4c1_a1_a4_4c1_PSI.inp_extract_6.inp.out,-617.5086293,-175.8423370236467
4c1_a1_a4_4c1_PSI.inp_extract_7.inp.out,-617.5066047,-160.8423026384426
4c1_a1_a4_4c1_PSI.inp_extract_8.inp.out,-617.5017825,-145.84228374413814
4c1_a1_a4_4c1_PSI.inp_extract_9.inp.out,-617.5007342,-130.84212794978848
4c1_b1_4e_4c1_PHI.inp_extract_0.inp.out,-617.5083227,-87.54549878748632
4c1_b1_4e_4c1_PHI.inp_extract_1.inp.out,-617.508449,-72.54577891958405
4c1_b1_4e_4c1_PHI.inp_extract_10.inp.out,-617.5057724,62.454368482780595
4c1_b1_4e_4c1_PHI.inp_extract_11.inp.out,-617.5051488,77.45420321105256
4c1_b1_4e_4c1_PHI.inp_extract_12.inp.out,-617.5027363,92.45421323439075
4c1_b1_4e_4c1_PHI.inp_extract_13.inp.out,-617.5005258,107.45427258003997
4c1_b1_4e_4c1_PHI.inp_extract_14.inp.out,-617.4999644,122.45434522277007
4c1_b1_4e_4c1_PHI.inp_extract_15.inp.out,-617.5007326,137.45444497497607
4c1_b1_4e_4c1_PHI.inp_extract_16.inp.out,-617.5023994,152.4546026210101
4c1_b1_4e_4c1_PHI.inp_extract_17.inp.out,-617.5040295,167.45443457303355
4c1_b1_4e_4c1_PHI.inp_extract_18.inp.out,-617.50439,-177.54558900182022
4c1_b1_4e_4c1_PHI.inp_extract_19.inp.out,-617.5045285,-162.54555569372124
4c1_b1_4e_4c1_PHI.inp_extract_2.inp.out,-617.5072332,-57.545744934128386
4c1_b1_4e_4c1_PHI.inp_extract_20.inp.out,-617.5049323,-147.54550568610378
4c1_b1_4e_4c1_PHI.inp_extract_21.inp.out,-617.5050753,-132.54554695812942
4c1_b1_4e_4c1_PHI.inp_extract_22.inp.out,-617.5058804,-117.54563411035397
4c1_b1_4e_4c1_PHI.inp_extract_23.inp.out,-617.5071562,-102.54559450487191
4c1_b1_4e_4c1_PHI.inp_extract_24.inp.out,-617.5083227,-87.54553159896162
4c1_b1_4e_4c1_PHI.inp_extract_25.inp.out,-617.5083227,-87.54553159643321
4c1_b1_4e_4c1_PHI.inp_extract_3.inp.out,-617.5046073,-42.54578524756781
4c1_b1_4e_4c1_PHI.inp_extract_4.inp.out,-617.5013859,-27.54575487327902
4c1_b1_4e_4c1_PHI.inp_extract_5.inp.out,-617.4992155,-12.545621264261731
4c1_b1_4e_4c1_PHI.inp_extract_6.inp.out,-617.4988476,2.454367411098852
4c1_b1_4e_4c1_PHI.inp_extract_7.inp.out,-617.4999897,17.454551657132257
4c1_b1_4e_4c1_PHI.inp_extract_8.inp.out,-617.5019986,32.45460633189338
4c1_b1_4e_4c1_PHI.inp_extract_9.inp.out,-617.5045155,47.45460932964739
4c1_b1_4e_4c1_PSI.inp_extract_0.inp.out,-617.5075055,98.84683617963482
4c1_b1_4e_4c1_PSI.inp_extract_1.inp.out,-617.5079169,113.84685731113599
4c1_b1_4e_4c1_PSI.inp_extract_10.inp.out,-617.5014021,-111.15301729300378
4c1_b1_4e_4c1_PSI.inp_extract_11.inp.out,-617.5036127,-96.15303027565155
4c1_b1_4e_4c1_PSI.inp_extract_12.inp.out,-617.5056442,-81.1530583349772
4c1_b1_4e_4c1_PSI.inp_extract_13.inp.out,-617.5055875,-66.15336647306881
4c1_b1_4e_4c1_PSI.inp_extract_14.inp.out,-617.5042207,-51.15332744069827
4c1_b1_4e_4c1_PSI.inp_extract_15.inp.out,-617.5048881,-36.15316755970594
4c1_b1_4e_4c1_PSI.inp_extract_16.inp.out,-617.5047217,-21.15328337444366
4c1_b1_4e_4c1_PSI.inp_extract_17.inp.out,-617.5036062,-6.153384361162344
4c1_b1_4e_4c1_PSI.inp_extract_18.inp.out,-617.5027669,8.846713198870786
4c1_b1_4e_4c1_PSI.inp_extract_19.inp.out,-617.5033752,23.846931068065988
4c1_b1_4e_4c1_PSI.inp_extract_2.inp.out,-617.5081228,128.8469115112553
4c1_b1_4e_4c1_PSI.inp_extract_20.inp.out,-617.5054349,38.846965801574605
4c1_b1_4e_4c1_PSI.inp_extract_21.inp.out,-617.5071476,53.84698955898754
4c1_b1_4e_4c1_PSI.inp_extract_22.inp.out,-617.5074676,68.84677732622463
4c1_b1_4e_4c1_PSI.inp_extract_23.inp.out,-617.5069825,83.84676172958606
4c1_b1_4e_4c1_PSI.inp_extract_24.inp.out,-617.5075055,98.84696924685252
4c1_b1_4e_4c1_PSI.inp_extract_25.inp.out,-617.5075055,98.84696924685252
4c1_b1_4e_4c1_PSI.inp_extract_3.inp.out,-617.5085293,143.84684946782374
4c1_b1_4e_4c1_PSI.inp_extract_4.inp.out,-617.5083291,158.84675454782757
4c1_b1_4e_4c1_PSI.inp_extract_5.inp.out,-617.5071756,173.84661445308961
4c1_b1_4e_4c1_PSI.inp_extract_6.inp.out,-617.5068525,-171.15327606305587
4c1_b1_4e_4c1_PSI.inp_extract_7.inp.out,-617.5058132,-156.15341024134062
4c1_b1_4e_4c1_PSI.inp_extract_8.inp.out,-617.5037383,-141.15341127759203
4c1_b1_4e_4c1_PSI.inp_extract_9.inp.out,-617.5017812,-126.1533637601941
4c1_b1_e3_4c1_PHI.inp_extract_0.inp.out,-617.5099327,-89.77148394794989
4c1_b1_e3_4c1_PHI.inp_extract_1.inp.out,-617.5102665,-74.77159990593132
4c1_b1_e3_4c1_PHI.inp_extract_10.inp.out,-617.5071188,60.228509270244544
4c1_b1_e3_4c1_PHI.inp_extract_11.inp.out,-617.5069747,75.22829963511508
4c1_b1_e3_4c1_PHI.inp_extract_12.inp.out,-617.504833,90.22819473986844
4c1_b1_e3_4c1_PHI.inp_extract_13.inp.out,-617.5023787,105.22824996191383
4c1_b1_e3_4c1_PHI.inp_extract_14.inp.out,-617.5016417,120.22835633343988
4c1_b1_e3_4c1_PHI.inp_extract_15.inp.out,-617.5023509,135.22851108026987
4c1_b1_e3_4c1_PHI.inp_extract_16.inp.out,-617.5040564,150.2285567719843
4c1_b1_e3_4c1_PHI.inp_extract_17.inp.out,-617.505821,165.22859912544402
4c1_b1_e3_4c1_PHI.inp_extract_18.inp.out,-617.5064137,-179.77155975308247
4c1_b1_e3_4c1_PHI.inp_extract_19.inp.out,-617.5061151,-164.77141253175864
4c1_b1_e3_4c1_PHI.inp_extract_2.inp.out,-617.509576,-59.771739158571734
4c1_b1_e3_4c1_PHI.inp_extract_20.inp.out,-617.5068945,-149.77155409047077
4c1_b1_e3_4c1_PHI.inp_extract_21.inp.out,-617.5070883,-134.77159361608892
4c1_b1_e3_4c1_PHI.inp_extract_22.inp.out,-617.5078262,-119.7716180331206
4c1_b1_e3_4c1_PHI.inp_extract_23.inp.out,-617.5091383,-104.77151640706929
